HUB1-1,1001F9556C30,Overseer Lookout Point,AaronAntics,Playstation,Normal,500,2023/08/06
HUB1-1,1001F9556C30,// Bubble Boy’s Yacht Club,Gone2SeaOHob,Xbox,Normal,2803,2023/08/06
HUB1-1,1001F9556C30,Hub1 Self-Registration,War Inc5641,Xbox,Normal,735,2023/08/04
HUB1-2,1002F9556C30,Codori Villiage,Novamus,Switch,Normal,719,2023/05/22
HUB1-2,2002F9556C30,Dioxide Mountain Hut,The Fluffy Purring Beast,Steam,Normal,168,2022/10/22
HUB1-2,4002F9556C30,NodX Corporate Visitor Center,Tommy Fox,Steam,Normal,1018,2022/05/05
HUB1-2,1002F9556C30,Ecossia Ehil,HANOIJANE,Playstation,Normal,406,2021/07/31
HUB1-2,4002F9556C30,Lakeside Hub Hideout,Craig!,Steam,Normal,56,2021/05/02
HUB1-2,1002F9556C30,Basa no HUB1 de Leocherbo,Leocherbo,Steam,Normal,402,2021/02/01
HUB1-2,1002F9556C30,Pandora Beach,Chronophobe,Xbox,Normal,419,2020/04/21
HUB1-2,1002F9556C30,Fram,xHOLLYWOOD44VOLK,Playstation,Normal,33,2020/04/10
HUB1-2,1002F9556C30,Hub1.2 new home,mudflap999,Playstation,Normal,8,2019/04/20
HUB1-3,3003F9556C30,Blobb Inc. HQ,ion laser 88591,Xbox,Normal,791,2023/09/10
HUB1-3,2003F9556C30,Sisso Colony,Tsugumori-kai Ni,Steam,Normal,33,2023/04/10
HUB1-3,5003F9556C30,Blobb Inc. Gold Mine,ion laser 88591,Xbox,Normal,427,2023/01/22
HUB1-3,1003F9556C30,Salt Bay,Benjimmin,Steam,Normal,306,2022/08/24
HUB1-3,3003F9556C30,Puppin Base,joeyg098,Playstation,Normal,39,2022/06/03
HUB1-3,3003F9556C30,Portal Valley,ElComostada,Steam,Survival,1503,2018/11/23
HUB1-3,2003F9556C30,Orange 1,franklanderson,Steam,Normal,9,2018/10/18
HUB1-3,3003F9556C30,Insel,Kira Samtpfote,Xbox,Normal,113,2018/09/16
HUB1-3,3003F9556C30,In the Hub near Portal,catboat,Playstation,Normal,18,2020/02/23
HUB1-3,3003F9556C30,Iptor Outpost,kookyviolin,Playstation,Normal,9,2019/07/09
HUB1-3,3003F9556C30,Meta Bunker,zep1976,Playstation,Normal,957,2019/04/03
HUB1-4,2004F9556C30,- Pyrite,StarLite,Steam,Normal,98,2023/08/12
HUB1-4,1004F9556C30,- Phosphorus,StarLite,Steam,Normal,158,2023/08/11
HUB1-4,6004F9556C30,Poor Hamlet,StarLite,Steam,Normal,847,2023/07/30
HUB1-4,6004F9556C30,Main Base [HUB],SWaahkdaT,Xbox,Normal,527,2022/08/08
HUB1-4,5004F9556C30,Milk Shop,Rather Be Fishin,Steam,Normal,306,2022/03/21
HUB1-4,6004F9556C30,The Home of Sllim,MrSllim89,Playstation,Normal,1137,2022/01/24
HUB1-4,5004F9556C30,[SL] Red Gulch,Grimr0c,Xbox,Normal,915,2022/01/22
HUB1-4,6004F9556C30,[HUB1-4]Casa de Madera,MuTeEeN,Playstation,Normal,459,2022/01/15
HUB1-4,6004F9556C30,Portalfort Island,FidelCashflow18,Xbox,Normal,388,2021/12/26
HUB1-4,6004F9556C30,Galactic Hub Base (PH30NIX),PH30NIX,Steam,Normal,200,2021/12/09
HUB1-4,5004F9556C30,7th Haven,MrSllim89,Playstation,Normal,1535,2021/11/26
HUB1-4,6004F9556C30,RedDotParadise,florin_92,Playstation,Normal,15,2021/10/26
HUB1-4,6004F9556C30,B_1C[hub],Costelinha5851,Xbox,Normal,72,2021/10/14
HUB1-4,6004F9556C30,Grok Depot,Jessi-Fae,Playstation,Normal,1933,2021/04/25
HUB1-4,6004F9556C30,Oxygen Base,DABBIN__UNICORN,Playstation,Normal,92,2021/02/27
HUB1-4,6004F9556C30,Explorer's Enclave,Delphinos,Xbox,Normal,706,2021/02/17
HUB1-4,6004F9556C30,Bastbo-Idru Colony,Enigma10305,Steam,Creative,3000,2020/12/29
HUB1-4,6004F9556C30,Portal Hill Farm,yann_ibz,Playstation,Normal,684,2020/01/03
HUB1-4,6004F9556C30,Eden Prime Portal,Sam Fatboy,Xbox,Normal,372,2020/09/30
HUB1-4,6004F9556C30,Space Hub,darkwolf335,Playstation,Normal,200,2020/11/02
HUB1-4,6004F9556C30,Under The Sea,Murdi51,Xbox,Normal,449,2020/09/13
HUB1-5,2005F9556C30,venkasia'a base,venkasia,Steam,Normal,1,2018/08/05
HUB1-5,2005F9556C30,Portal,AroxGamin-CM,Playstation,Normal,8,2019/04/09
HUB1-5,2005F9556C30,„Oralt-Munus“-Basis,jo550nas,Playstation,Normal,42,2019/04/08
HUB1-7,1007F9556C30,(hub)1-7 base,AssassinGioGreen,Playstation,Normal,10,2022/11/26
HUB1-7,5007F9556C30,Nijam Farming Colony [TOXIC],Aspect,Steam,Normal,133,2021/11/22
HUB1-7,1007F9556C30,Aeont Outpost,SolvingComic,Xbox,Normal,235,2021/07/02
HUB1-7,3007F9556C30,Avant-poste Callac,stgm1,Steam,Normal,1,2018/08/28
HUB1-9,2009F9556C30,Dave's jump base,dave d rave1987,Xbox,Normal,17,2023/03/21
HUB1-9,2009F9556C30,S-class Blue Alien MT,Justin,Switch,Normal,45,2022/10/29
HUB1-9,1009F9556C30,Exotic trade outpost,pixel8d_mind,Playstation,Normal,11,2022/06/24
HUB1-9,1009F9556C30,Scarwill Portal Observatory,Gotreksocom,Steam,Normal,21,2021/10/13
HUB1-9,2009F9556C30,Alien gun,Gthang82,Xbox,Normal,18,2021/01/28
HUB1-9,2009F9556C30,Alien gun,SquirtaSquirtle,Playstation,Normal,17,2020/12/31
HUB1-9,2009F9556C30,Nach Alien S,Nach,Steam,Normal,23,2020/12/09
HUB1-9,2009F9556C30,24 slot alien blue,SleepingAwake69,Xbox,Normal,29,2020/09/23
HUB1-A,500AF9556C30,New Atlantis,Creeperboy1313,Playstation,Normal,261,2023/09/13
HUB1-A,500AF9556C30,DELTAOMEGAONE,Master Grogu,Steam,Normal,252,2022/08/07
HUB1-A,500AF9556C30,Stoners Peak,Cosmonaut,Steam,Normal,61,2019/08/19
HUB1-A,500AF9556C30,Lirrhode-Adum Base,multieyedmyr,Playstation,Normal,138,2019/08/26
HUB1-A,300AF9556C30,Acrinix Valley,Astro_pants,Playstation,Normal,486,2019/04/18
HUB1-B,100BF9556C30,Hub1.B,mudflap999,Playstation,Normal,8,2019/03/02
HUB1-C,400CF9556C30,Hub1.C,mudflap999,Playstation,Normal,8,2019/04/21
HUB1-D,500DF9556C30,MisterSindir's Portal Base,MisterSindir,Playstation,Normal,24,2022/09/07
HUB1-E,600EF9556C30,Galactic Hub,SyntaXenon,Xbox,Normal,23,2023/08/08
HUB1-E,300EF9556C30,Hub1.E,mudflap999,Playstation,Normal,8,2018/11/14
HUB1-E,300EF9556C30,Neptune's Proving Ground Arena,Syn1334,Playstation,Normal,565,2018/09/25
HUB1-E,200EF9556C30,Ewisv-Arza Colony,jdanielwheeler,Playstation,Normal,8,2018/08/07
HUB1-F,300FF9556C30,HUB 1F,Hydro2727,Playstation,Normal,361,2020/05/09
HUB1-10,1010F9556C30,Hub.10,mudflap999,Playstation,Normal,8,2019/06/04
HUB1-11,3011F9556C30,Camp Kork [HUB1-11],Korkman,Steam,Normal,42,2021/10/16
HUB1-11,2011F9556C30,Gold Farm,Grabby LaToosh,Steam,Normal,368,2020/06/15
HUB1-12,4012F9556C30,Hub1.12,mudflap999,Playstation,Normal,8,2019/06/04
HUB1-12,3012F9556C30,Hub1.12.A,mudflap999,Playstation,Normal,9,2019/05/08
HUB1-13,2013F9556C30,Des Bannagher,DesignationG,Playstation,Normal,12,2019/08/17
HUB1-13,2013F9556C30,Bigfoot base,Metenis,Playstation,Normal,50,2018/11/09
HUB1-15,2015F9556C30,USEFULL BIG CRABS,lowroarout,Steam,Normal,82,2021/10/02
HUB1-15,3015F9556C30,Burrito Paradise,Burritocles,Playstation,Normal,159,2018/10/15
HUB1-15,1015F9556C30,Big Island Base,Burritocles,Playstation,Normal,35,2018/10/15
HUB1-16,2016F9556C30,Eversmile Mine Uranium 1,Nox,Steam,Normal,66,2021/09/07
HUB1-16,2016F9556C30,NE2 Kha,FatherLag,Steam,Normal,70,2020/06/13
HUB1-16,1016F9556C30,Waffle House,TypicalBrick6,Xbox,Creative,196,2020/04/01
HUB1-16,3016F9556C30,Evatus Base,deanogack,Playstation,Normal,16,2019/09/01
HUB1-16,1016F9556C30,Vigeto blue its here,Kakto669,Playstation,Normal,3,2018/08/04
HUB1-17,2017F9556C30,Broken Trade Base,ZophieWinters,Playstation,Normal,180,2021/09/25
HUB1-17,1017F9556C30,Trade p2,FireBros,Steam,Normal,11,2018/08/14
HUB1-18,3018F9556C30,Perkele Glassworks,WildingTenay,Playstation,Normal,512,2023/09/05
HUB1-18,2018F9556C30,Black Retreat,XB4LLS-Ov-ST33LX,Playstation,Normal,185,2019/07/21
HUB1-1A,101AF9556C30,Tegridy Corporation,Nocebo,Steam,Normal,400,2023/07/02
HUB1-1A,101AF9556C30,FeeGee Outpost [HUB1-1A],Stendec,Steam,Normal,21,2022/03/07
HUB1-1A,401AF9556C30,Legio II Amphitheatre,Claus,Steam,Normal,1712,2019/05/14
HUB1-1B,601BF9556C30,Taitoga II Homebase,Serial Japist,Steam,Normal,186,2019/08/19
HUB1-1B,601BF9556C30,Rainfall Bay,Noctiluca7,Xbox,Normal,96,2018/09/14
HUB1-1B,601BF9556C30,The Peninsula,Ten-Tailed-Beast,Playstation,Normal,1192,2018/12/01
HUB1-1B,601BF9556C30,Bat Cave,mquick0822,Playstation,Normal,88,2018/08/11
HUB1-1C,101CF9556C30,DumpyDumbDumb,Deex99,Steam,Normal,32,2020/03/07
HUB1-1D,201DF9556C30,Polar portal 3,PolarElder,Playstation,Normal,23,2023/03/24
HUB1-1D,501DF9556C30,Base  basalte,SKUDDD,Playstation,Normal,34,2023/03/17
HUB1-1D,101DF9556C30,KS_1Z,sanpiligrim,Steam,Normal,13,2022/06/21
HUB1-1D,501DF9556C30,Basalt Industrial Site 01,spinvuew69,Playstation,Normal,82,2022/05/22
HUB1-1D,201DF9556C30,White Experimental pistol HUB1,TPHaze12,Playstation,Normal,17,2020/08/12
HUB1-1D,101DF9556C30,Squid system,Sinncier,Steam,Normal,12,2020/03/11
HUB1-1D,301DF9556C30,Hub1.1d,mudflap999,Playstation,Normal,2,2018/09/03
HUB1-1D,301DF9556C30,Blue squid,x2y2--,Playstation,Normal,1,2018/08/06
HUB1-1E,301EF9556C30,Bathm(BlueClusterOrbs.P),Pakeet,Xbox,Normal,11,2022/07/23
HUB1-1E,401EF9556C30,„Punto“-Außenposten,jarvisfanpokemon,Steam,Normal,93,2019/06/01
HUB1-1E,201EF9556C30,We Say Hurray Hub Suborbital,Byozuma,Playstation,Normal,531,2020/03/13
HUB1-1E,301EF9556C30,Hub1.1e,mudflap999,Playstation,Normal,2,2018/08/25
HUB1-1E,101EF9556C30,Zabdenn Base,WhiteChameleon13,Playstation,Normal,99,2018/08/21
HUB1-1F,301FF9556C30,void,remina,Steam,Normal,1226,2022/12/14
HUB1-1F,601FF9556C30,Galactic Hub Euclid,ginafreeman,Steam,Normal,56,2021/11/12
HUB1-1F,201FF9556C30,Farming Complex Alpha,Cyberwyvern,Steam,Normal,377,2019/08/20
HUB1-1F,101FF9556C30,Entry Point Khepri,Rusynlancer,Xbox,Normal,197,2020/03/02
HUB1-1F,201FF9556C30,Hub1.1f,mudflap999,Playstation,Normal,8,2018/11/23
HUB1-1F,401FF9556C30,Mercator Observatory,UniDestiny,Playstation,Normal,230,2018/09/24
HUB1-20,2020F9556C30,Ilsatre-Mobi Outpost,HogBoon,Steam,Normal,21,2023/01/31
HUB1-20,3020F9556C30,Radon / Frost Crystal,johnny_is_alive,Playstation,Normal,16,2022/08/20
HUB1-20,1020F9556C30,Aqueous,LIt4g0_,Playstation,Normal,10,2022/02/03
HUB1-20,1020F9556C30,Paradise Lost Hub,Cilice TFC,Xbox,Survival,75,2020/07/22
HUB1-20,2020F9556C30,Gaylai Colony,VernierMeat,Xbox,Normal,237,2019/06/14
HUB1-20,3020F9556C30,Novaheim,Remsiv,Playstation,Normal,328,2019/10/21
HUB1-20,3020F9556C30,Hub1.20,mudflap999,Playstation,Normal,8,2018/11/25
HUB1-21,1021F9556C30,ToTT3,Warcrown,Steam,Normal,91,2023/08/27
HUB1-21,1021F9556C30,GH Neghborhood,Kill7778,Xbox,Normal,111,2023/08/10
HUB1-21,4021F9556C30,Baelia Galactic Hub Trading Post,PolarBearRodeo,Xbox,Normal,2693,2023/07/04
HUB1-21,1021F9556C30,Rastand-Ink System Outpost,tedfin,Steam,Normal,117,2023/06/29
HUB1-21,5021F9556C30,Stangbase,Stang696,Xbox,Normal,376,2023/06/18
HUB1-21,4021F9556C30,Galatic Hub-21,UY-SCUTI3000,Playstation,Normal,58,2023/04/17
HUB1-21,2021F9556C30,PORTAL BASE,SalamiSumo,Playstation,Normal,1340,2023/04/11
HUB1-21,1021F9556C30,New Arcadia,JP,Steam,Normal,290,2023/04/08
HUB1-21,5021F9556C30,J Zone Embassy Delta,MERC HEAD,Xbox,Normal,1238,2023/04/02
HUB1-21,2021F9556C30,Galactic hub vacation home,LIONSUPERSTAR245,Playstation,Normal,30,2023/03/31
HUB1-21,1021F9556C30,Galactic Hub Base Euclid,Marcus Surealius,Steam,Normal,34,2023/02/21
HUB1-21,5021F9556C30,Cirrus's Mellow Place,Cirrus3,Xbox,Normal,103,2023/02/19
HUB1-21,4021F9556C30,LOM Port,FoxtrotGN7,Xbox,Normal,100,2023/01/18
HUB1-21,1021F9556C30,Blackwater - Galactic Hub,Absolem3357,Xbox,Normal,184,2022/12/27
HUB1-21,1021F9556C30,Kelig-Yexis Sodium Nitro Arch Outpost,Holar,Steam,Normal,463,2022/11/27
HUB1-21,4021F9556C30,Cliff home,Dr Maurice Taco,Xbox,Normal,160,2022/11/10
HUB1-21,2021F9556C30,Sentinel Lake,Dr Maurice Taco,Xbox,Normal,84,2022/11/10
HUB1-21,5021F9556C30,Scylla Base,RoninKisho,Xbox,Normal,482,2022/11/05
HUB1-21,5021F9556C30,Charybdis Base,FenrirAnubis,Playstation,Normal,216,2022/11/05
HUB1-21,1021F9556C30,Toxic Portal,Cirrus3,Xbox,Creative,141,2022/10/06
HUB1-21,1021F9556C30,Dragon pit base,tykeottotie,Playstation,Normal,871,2022/09/25
HUB1-21,1021F9556C30,[HUB1 - 21] Entry Base,Aresian89,Xbox,Normal,79,2022/09/11
HUB1-21,2021F9556C30,Aitneya Colony,d4RtH_P4d,Playstation,Permadeath,594,2022/09/10
HUB1-21,1021F9556C30,MasterPlum's ChilloutPlace 2022,Master Plum,Xbox,Normal,424,2022/08/31
HUB1-21,1021F9556C30,Vyson's Galactic Sitdown,Vyson911,Playstation,Normal,658,2022/08/22
HUB1-21,4021F9556C30,Obunga Boonga Base v2,OMA,Steam,Normal,164,2022/08/10
HUB1-21,5021F9556C30,Galactic Hub,xDrHugs,Playstation,Normal,18,2022/08/09
HUB1-21,1021F9556C30,Earthlike.INC Main Base,andreiGame17,Playstation,Creative,292,2022/08/08
HUB1-21,2021F9556C30,Mordor Outpost,andreiGame17,Playstation,Creative,56,2022/08/07
HUB1-21,4021F9556C30,Baelia Advanced Alien Research Facility,weieird,Playstation,Creative,337,2022/08/07
HUB1-21,4021F9556C30,Galactic Planetary Communal Hub,jon6472,Steam,Creative,522,2022/08/06
HUB1-21,1021F9556C30,SEARS TOWER / willis tower,GREY_MAN,Steam,Normal,1730,2022/08/03
HUB1-22,1022F9556C30,South-Teph Outpost,Nudge Nudge,Steam,Normal,8,2018/08/04
HUB1-23,2023F9556C30,Ziow's Blood Sweat and Silver,ziowzita,Steam,Normal,437,2022/11/07
HUB1-24,3024F9556C30,„Nectiu-Sker“-Basis,gigi,Steam,Normal,23,2018/08/11
HUB1-24,1024F9556C30,"Beli Fd. ""Frost Crystal""",belial84,Steam,Normal,491,2018/08/07
HUB1-25,1025F9556C30,Rad 1,felixthegolden,Playstation,Normal,14,2019/01/31
HUB1-26,4026F9556C30,Storm Crystals Six Rest,Verachuta,Playstation,Normal,53,2022/02/22
HUB1-29,2029F9556C30,Neflee-Amig Colony,Spark1221,Xbox,Creative,32,2022/07/12
HUB1-29,2029F9556C30,Galactic Hub Base,_Magno20_,Steam,Normal,39,2019/08/17
HUB1-29,6029F9556C30,Mos Eisley,andersonmatlock,Playstation,Normal,648,2020/07/14
HUB1-29,1029F9556C30,Pariffium Platu,Verachuta,Playstation,Normal,198,2019/09/20
HUB1-2A,502AF9556C30,mini beat,remina,Steam,Normal,281,2021/11/09
HUB1-2A,502AF9556C30,Base of Glowing Land Waves,DABBIN__UNICORN,Playstation,Normal,1804,2020/10/25
HUB1-2A,502AF9556C30,[Hub1] Exo League Stadium,CapnStankBeard,Playstation,Normal,2055,2020/02/28
HUB1-2A,502AF9556C30,Trade (Hub),mortgirge,Playstation,Normal,152,2019/10/16
HUB1-2B,102BF9556C30,Mysiare Colony,Zenos369,Steam,Normal,52,2023/02/06
HUB1-2B,302BF9556C30,500u Marker,Superman0730,Xbox,Creative,113,2022/03/01
HUB1-2B,202BF9556C30,Lesboryla Outpost,davejp87,Playstation,Normal,2,2018/07/27
HUB1-2C,202CF9556C30,Brox Headquater 2,Hiyomii,Steam,Normal,252,2020/04/06
HUB1-2D,302DF9556C30,Hub1.2d,mudflap999,Playstation,Normal,8,2019/04/08
HUB1-30,2030F9556C30,The Cabin [HUB1-30],sad_lagoon,Steam,Normal,69,2023/07/21
HUB1-30,1030F9556C30,Nanite Necessities HQ,Lokaal,Steam,Normal,324,2023/05/07
HUB1-30,1030F9556C30,"Portal (Cu,Co,CO2 Deposits)",Eiji_Sama_,Playstation,Normal,16,2018/08/04
HUB1-31,2031F9556C30,[RCP1]DF7:113,pch13,Steam,Normal,78,2023/06/02
HUB1-31,2031F9556C30,RCP1 - LT4:85,Jazzmine,Steam,Normal,99,2022/07/24
HUB1-31,2031F9556C30,[RCP-1]DF2:118,Augment Echo,Xbox,Normal,49,2022/04/26
HUB1-31,2031F9556C30,[RCP01] Arm of Vezitizen,KinG Asssassin,Xbox,Normal,57,2022/04/02
HUB1-31,2031F9556C30,[GHDF:58] RCP-1,liftheavy2003,Steam,Normal,41,2022/01/06
HUB1-31,2031F9556C30,RCP-1 [GHDF:115],Grimr0c,Xbox,Normal,33,2021/04/24
HUB1-31,2031F9556C30,RCP-1 [GHDF-29],FIBS,Steam,Normal,58,2021/02/14
HUB1-31,2031F9556C30,<RED>Regional Command Post [HUB1],<RED> Xander,Steam,Normal,87,2021/02/08
HUB1-31,2031F9556C30,Emecu-Utum Base,Splooder,Steam,Normal,37,2020/11/02
HUB1-31,2031F9556C30,RCP 1:58,||Dima||,Steam,Normal,35,2020/07/12
HUB1-31,2031F9556C30,RCP1-DF2:59,Corvus,Steam,Normal,31,2020/07/13
HUB1-31,2031F9556C30,[RCP1]ADM7:80,ardyalligan,Steam,Normal,169,2020/07/12
HUB1-31,1031F9556C30,Speedrun Base,Sargon The Grape,Steam,Normal,49,2020/06/27
HUB1-31,2031F9556C30,Arm of Vezitinen RCP,_polemarch_,Steam,Normal,88,2020/06/11
HUB1-31,2031F9556C30,[RCP-1] REC0:104,Niskasha,Steam,Normal,97,2020/04/08
HUB1-31,2031F9556C30,[RCP1]SC-2:90,Seraphim Risen,Steam,Normal,30,2020/02/24
HUB1-31,2031F9556C30,[RCP1] PO-1:103,Flying_Viking,Steam,Normal,47,2020/01/19
HUB1-31,2031F9556C30,[RCP-1]SC-2:92,Sargon The Grape,Steam,Normal,67,2020/01/16
HUB1-31,2031F9556C30,[RCP1]RECRUIT:27,Shenzou,Steam,Normal,36,2020/01/01
HUB1-31,2031F9556C30,rcp1-z924,Zergling924,Steam,Normal,54,2019/11/22
HUB1-31,2031F9556C30,[RCP01] PO1-97,SelenianRanger,Steam,Normal,341,2019/11/09
HUB1-31,2031F9556C30,Flexecutioner's Base,Flexecutioner,Steam,Normal,84,2019/10/09
HUB1-31,2031F9556C30,HUB1-RCP,rwhitby,Steam,Normal,46,2019/10/02
HUB1-31,2031F9556C30,Hub 1 #81,Hattori Blade,Steam,Normal,140,2019/10/01
HUB1-31,2031F9556C30,[RCP1]PO-1:57,RedReclaimer650,Xbox,Normal,52,2020/07/15
HUB1-31,2031F9556C30,Aitna-Cikie Outpost,\U000e0021\U000e0021OOGAA BOOGAA,Steam,Normal,21,2019/09/30
HUB1-32,1032F9556C30,Hub1.32,mudflap999,Playstation,Normal,8,2018/10/27
HUB1-33,6033F9556C30,TWITCH.TTV/SL4ITH's Tropical Swampy Base,TWITCH.TV/SL4iTH,Steam,Normal,29,2023/03/20
HUB1-33,6033F9556C30,Fort Vill-ah,carlmatt8,Playstation,Normal,476,2022/07/29
HUB1-33,6033F9556C30,mewmewvee's lush outpost,mewmewvee,Steam,Creative,306,2019/09/02
HUB1-33,1033F9556C30,Bxsj,XP12580,Playstation,Normal,27,2019/05/26
HUB1-33,3033F9556C30,Fengbao,XP12580,Playstation,Normal,15,2019/05/26
HUB1-34,2034F9556C30,Eijira Point,Uncle Daks,Steam,Normal,40,2022/11/04
HUB1-34,2034F9556C30,Stormy Beach,Sirius Scepter,Xbox,Normal,109,2020/11/29
HUB1-34,2034F9556C30,drecksLurch,dopa,Steam,Normal,26,2020/03/16
HUB1-34,1034F9556C30,HUB1-34/Lindsay'sStar/Farm All 12 Plants,Micro (James),Steam,Normal,531,2019/12/27
HUB1-34,2034F9556C30,Deli's HUBase,DeliGotTrees,Xbox,Normal,426,2019/10/13
HUB1-34,2034F9556C30,SG GHub 2 VM  Ag mine,seagent69,Playstation,Normal,161,2020/04/27
HUB1-34,1034F9556C30,Enoem Outpost,Sh0ckWav337JA,Playstation,Normal,177,2018/11/07
HUB1-34,2034F9556C30,Carbon Farm,SithRevelius,Playstation,Normal,1,2018/08/15
HUB1-35,5035F9556C30,Inald-Ilba Colony,Wallace,Steam,Normal,532,2023/09/15
HUB1-35,5035F9556C30,Home in the hub,blackoutcamaro9,Xbox,Normal,83,2023/04/24
HUB1-35,5035F9556C30,Crow's Nest,Flyyymann,Playstation,Normal,617,2023/03/26
HUB1-35,5035F9556C30,Port BioBubble,lethargicshoe,Playstation,Normal,351,2023/03/26
HUB1-35,5035F9556C30,Bubblehome,Holycraposaurus,Xbox,Normal,877,2023/01/08
HUB1-35,5035F9556C30,Venuu Colony,Splat152,Xbox,Normal,16,2022/11/16
HUB1-35,1035F9556C30,Fancy Orbs Base (Radioactive),Alec,Steam,Normal,58,2022/10/29
HUB1-35,1035F9556C30,Runaway Moldbase,NalathniDragon,Steam,Normal,42,2022/10/29
HUB1-35,5035F9556C30,001-005 Luminescent,Lord BIackthorn,Xbox,Normal,13,2022/09/21
HUB1-35,5035F9556C30,Temple of The Sun,Moterus,Steam,Normal,1751,2022/08/05
HUB1-35,5035F9556C30,Zion,bornofhatred,Playstation,Permadeath,903,2022/05/15
HUB1-35,5035F9556C30,Enchanted castle,Coolbunns69,Xbox,Normal,303,2022/03/13
HUB1-35,5035F9556C30,Alpuc Retreat,Calaretu,Steam,Normal,39,2022/01/31
HUB1-35,1035F9556C30,Eggecrat,BAER,Steam,Normal,132,2021/10/02
HUB1-35,5035F9556C30,Yellow Bubble Planet,OceanoEcho,Playstation,Normal,350,2021/09/17
HUB1-35,5035F9556C30,Tri-Home,Queth Dar Toc,Xbox,Normal,647,2021/07/20
HUB1-35,5035F9556C30,Gold Outpost,Nickywolves421,Playstation,Normal,175,2021/06/07
HUB1-35,5035F9556C30,Atlas Corporation Low Atmosphere Station,TyrannersaurusRex,Steam,Normal,924,2021/05/22
HUB1-35,5035F9556C30,Jade Outpost #2,KaalRatri,Playstation,Normal,64,2021/05/16
HUB1-35,5035F9556C30,Coryst-Trur Outpost,killer2485600,Steam,Normal,220,2021/04/29
HUB1-35,5035F9556C30,Upril-Trag Colony,Voydnyx,Steam,Normal,57,2021/04/14
HUB1-35,1035F9556C30,Atlas Corporation Portal Project,TyrannersaurusRex,Steam,Normal,182,2021/04/14
HUB1-35,5035F9556C30,Khans Triumvirate,Hano Khan,Xbox,Normal,1598,2021/04/06
HUB1-35,5035F9556C30,Luminos,ParzivalPlayz,Steam,Normal,69,2021/03/27
HUB1-35,5035F9556C30,Sky Fish,The Wet Kitsune,Xbox,Normal,2082,2021/03/07
HUB1-35,5035F9556C30,another paradise base,AndroidSmithbr,Steam,Normal,788,2020/10/12
HUB1-35,5035F9556C30,Echo Terminal,SpiderSplicer03,Xbox,Normal,48,2021/02/18
HUB1-35,5035F9556C30,Jerryboree,Meeseeks126,Playstation,Normal,778,2021/01/14
HUB1-36,1036F9556C30,Tempen Base,microcosmologist,Steam,Normal,403,2018/10/26
HUB1-36,1036F9556C30,The Grand Tower,TH3 S4UC3 B0SS,Xbox,Normal,1287,2020/03/08
HUB1-36,1036F9556C30,Hub1.36,mudflap999,Playstation,Normal,8,2019/04/08
HUB1-36,1036F9556C30,Galactic Hub Base,Sleeping_fox11,Playstation,Normal,1,2018/08/11
HUB1-37,1037F9556C30,CliffHanger Living Glass Farm,lgaumer,Playstation,Normal,402,2023/08/18
